"ticker","start_date","end_date","isin_ID","Sector","Enviro_Corr_Sector_Avg","Enviro_Corr","Env_Sector_Sd","Social_Corr_Sector_Avg","Social_Corr","Social_Sector_Sd","Gov_Corr_Sector_Avg","Gov_Corr","Gov_Sector_Sd"
"AME US",2021-07-21,2022-11-07,"US0311001004","Industrials",0.0775392403960125,0.418681596928186,0.529828806813477,0.208665362110005,-0.444122227268623,0.512644700367829,-0.0317706487562133,0.481957844831989,0.446247063917655
"AMGN US",2021-07-21,2022-11-07,"US0311621009","Health Care",0.134229303087344,-0.734997588976272,0.508297822310093,0.194442748380857,0.810290770143529,0.537281976863721,0.0225877011879323,-0.381479064946369,0.582779256310135
"AMT US",2021-07-21,2022-11-07,"US03027X1000","Real Estate",0.274065804883037,0.749934760822918,0.493441755380086,-0.149229739371511,0.637055049737644,0.542721789503528,-0.319570169356543,0.553683618265936,0.485429974023202
"ANET US",2020-10-27,2022-11-07,"US0404131064","Information Technology",-0.0298681598799467,-0.576020485463307,0.488814354533865,0.165912216552457,-0.576020485463307,0.542327927047337,-0.164723683739357,-0.602255595911558,0.451337081935364
"ANSS US",2021-07-21,2022-11-07,"US03662Q1058","Information Technology",-0.0298681598799467,-0.797514640259684,0.488814354533865,0.165912216552457,0.52937365724001,0.542327927047337,-0.164723683739357,-0.712353331056824,0.451337081935364
"AOS US",2020-10-27,2022-11-07,"US8318652091","Industrials",0.0775392403960125,0.414662418994281,0.529828806813477,0.208665362110005,0.905146564582306,0.512644700367829,-0.0317706487562133,-0.883813140180185,0.446247063917655
"APD US",2021-07-21,2022-11-07,"US0091581068","Materials",0.117145482357978,-0.610247508269023,0.477931100785715,-0.105680324264287,0.691844724629526,0.396412292571032,0.030653856696264,0.503069841143272,0.499508794250546
"APH US",2021-07-21,2022-11-07,"US0320951017","Information Technology",-0.0298681598799467,-0.472314291705897,0.488814354533865,0.165912216552457,0.568071572301915,0.542327927047337,-0.164723683739357,0.355382133112172,0.451337081935364
"APTV US",2021-06-28,2022-11-07,"JE00B783TY65","Consumer Discretionary",-0.109068816928555,-0.582634439067521,0.531510022562008,0.220277658005794,0.622019507252885,0.469608921405082,-0.0496821076547926,-0.680385593210297,0.440398988338778
"ARE US",2021-07-21,2022-11-07,"US0152711091","Real Estate",0.274065804883037,0.790465896849422,0.493441755380086,-0.149229739371511,-0.93013369557613,0.542721789503528,-0.319570169356543,-0.602418330740026,0.485429974023202
"ATO US",2020-10-27,2022-11-07,"US0495601058","Utilities",0.503214010762021,0.836147332030588,0.335405737390289,0.270245137998241,0.416764805940834,0.398755628794563,-0.131301244399918,0.382647556810158,0.344477732206012
"ATVI US",2021-07-21,2022-11-07,"US00507V1098","Communication Services",0.306971197833877,0.685766880018349,0.512842739558761,0.239777278066979,0.604497250940586,0.471312445553149,-0.308826089477367,0.557987602379284,0.367290146652025
"AVGO US",2020-10-27,2022-11-07,"US11135F1012","Information Technology",-0.0298681598799467,0.778613993051071,0.488814354533865,0.165912216552457,-0.824796568550715,0.542327927047337,-0.164723683739357,-0.734772625003396,0.451337081935364
"AVY US",2020-10-27,2022-11-07,"US0536111091","Materials",0.117145482357978,-0.301435847624085,0.477931100785715,-0.105680324264287,-0.254002746875527,0.396412292571032,0.030653856696264,0.673052088967855,0.499508794250546
"AWK US",2021-07-21,2022-11-07,"US0304201033","Utilities",0.503214010762021,0.769760433193274,0.335405737390289,0.270245137998241,0.776806051331519,0.398755628794563,-0.131301244399918,-0.381456382433033,0.344477732206012
"AZO US",2020-10-27,2022-11-07,"US0533321024","Consumer Discretionary",-0.109068816928555,-0.235448382983517,0.531510022562008,0.220277658005794,0.832967333823095,0.469608921405082,-0.0496821076547926,-0.220560419976102,0.440398988338778
"BAC US",2020-10-27,2022-11-07,"US0605051046","Financials",0.0929933540100568,0.616070590557798,0.567531132978112,0.130804025369291,0.240115646893117,0.560762777541612,-0.0336434279022096,0.921332199618748,0.449293601112833
"BAX US",2020-10-27,2022-11-07,"US0718131099","Health Care",0.134229303087344,NA,0.508297822310093,0.194442748380857,0.186219252088907,0.537281976863721,0.0225877011879323,-0.562036145971992,0.582779256310135
"BBY US",2020-10-27,2022-11-07,"US0865161014","Consumer Discretionary",-0.109068816928555,-0.436217791382886,0.531510022562008,0.220277658005794,0.898464524766827,0.469608921405082,-0.0496821076547926,0.555146810909368,0.440398988338778
"BEN US",2020-10-27,2022-11-07,"US3546131018","Financials",0.0929933540100568,-0.635900943121338,0.567531132978112,0.130804025369291,0.563091204823753,0.560762777541612,-0.0336434279022096,0.490379539428031,0.449293601112833
"BF/B US",2020-10-27,2022-11-07,"US1156372096","Consumer Staples",0.214569636701728,-0.460964575089012,0.446393983840053,0.261843712915606,-0.707078745577019,0.419791369080568,-0.019985411792594,0.242127070545901,0.407009184492001
"BIIB US",2020-10-27,2022-11-07,"US09062X1037","Health Care",0.134229303087344,-0.353620537135089,0.508297822310093,0.194442748380857,-0.658785325689916,0.537281976863721,0.0225877011879323,0.29067251770519,0.582779256310135
"BIO US",2020-10-27,2022-11-07,"US0905722072","Health Care",0.134229303087344,-0.628599090934305,0.508297822310093,0.194442748380857,0.687524988735031,0.537281976863721,0.0225877011879323,-0.807930195021775,0.582779256310135
"BKNG US",2020-10-27,2022-11-07,"US09857L1089","Consumer Discretionary",-0.109068816928555,-0.814962711230429,0.531510022562008,0.220277658005794,0.612198220457647,0.469608921405082,-0.0496821076547926,-0.851866387136462,0.440398988338778
"BLK US",2020-10-27,2022-11-07,"US09247X1019","Financials",0.0929933540100568,0.818201476838823,0.567531132978112,0.130804025369291,-0.8125614701,0.560762777541612,-0.0336434279022096,0.116837804599215,0.449293601112833
"BMY US",2020-10-27,2022-11-07,"US1101221083","Health Care",0.134229303087344,0.100696752165484,0.508297822310093,0.194442748380857,0.234414624764924,0.537281976863721,0.0225877011879323,0.677237681946944,0.582779256310135
"BR US",2020-10-27,2022-11-07,"US11133T1034","Information Technology",-0.0298681598799467,NA,0.488814354533865,0.165912216552457,-0.533237256868143,0.542327927047337,-0.164723683739357,-0.0743130201773975,0.451337081935364
"BRK/B US",2020-10-27,2022-11-07,"US0846707026","Financials",0.0929933540100568,0.815303038187501,0.567531132978112,0.130804025369291,-0.785649520598027,0.560762777541612,-0.0336434279022096,0.114086132275111,0.449293601112833
"BSX US",2020-10-27,2022-11-07,"US1011371077","Health Care",0.134229303087344,0.744926736143491,0.508297822310093,0.194442748380857,0.353340247618949,0.537281976863721,0.0225877011879323,0.545575014156152,0.582779256310135
"BWA US",2021-06-28,2022-11-07,"US0997241064","Consumer Discretionary",-0.109068816928555,-0.132459599475912,0.531510022562008,0.220277658005794,0.510779673494709,0.469608921405082,-0.0496821076547926,0.668120627668754,0.440398988338778
"CAG US",2020-10-27,2022-11-07,"US2058871029","Consumer Staples",0.214569636701728,0.218035657732669,0.446393983840053,0.261843712915606,-0.616483992012892,0.419791369080568,-0.019985411792594,-0.681133448099339,0.407009184492001
"CAH US",2020-10-27,2022-11-07,"US14149Y1082","Health Care",0.134229303087344,-0.690892930207966,0.508297822310093,0.194442748380857,-0.296405927324459,0.537281976863721,0.0225877011879323,0.463225412709764,0.582779256310135
"CARR US",2020-10-27,2022-11-07,"US14448C1045","Industrials",0.0775392403960125,-0.82083306893351,0.529828806813477,0.208665362110005,NA,0.512644700367829,-0.0317706487562133,-0.834500712433201,0.446247063917655
"CB US",2020-10-27,2022-11-07,"CH0044328745","Financials",0.0929933540100568,-0.85301256683832,0.567531132978112,0.130804025369291,0.390996288207014,0.560762777541612,-0.0336434279022096,-0.404151995789055,0.449293601112833
"CBRE US",2020-10-27,2022-11-07,"US12504L1098","Real Estate",0.274065804883037,-0.756886402019714,0.493441755380086,-0.149229739371511,0.702893205971913,0.542721789503528,-0.319570169356543,0.102496028596152,0.485429974023202
"CCL US",2020-10-27,2022-11-07,"PA1436583006","Consumer Discretionary",-0.109068816928555,0.754969379351632,0.531510022562008,0.220277658005794,-0.100324132288547,0.469608921405082,-0.0496821076547926,-0.122106299287902,0.440398988338778
"CDW US",2020-10-27,2022-11-07,"US12514G1085","Information Technology",-0.0298681598799467,0.287156033507805,0.488814354533865,0.165912216552457,-0.446789168092448,0.542327927047337,-0.164723683739357,-0.300214524758233,0.451337081935364
"CF US",2020-10-27,2022-11-07,"US1252691001","Materials",0.117145482357978,-0.394905686025687,0.477931100785715,-0.105680324264287,-0.170296932484277,0.396412292571032,0.030653856696264,-0.707218952537484,0.499508794250546
"CFG US",2020-10-27,2022-11-07,"US1746101054","Financials",0.0929933540100568,0.890216110476543,0.567531132978112,0.130804025369291,NA,0.560762777541612,-0.0336434279022096,-0.84111060538006,0.449293601112833
"CHRW US",2020-10-27,2022-11-07,"US12541W2098","Industrials",0.0775392403960125,0.427171230073615,0.529828806813477,0.208665362110005,0.774854533612663,0.512644700367829,-0.0317706487562133,0.690407039340697,0.446247063917655
"CHTR US",2020-10-27,2022-11-07,"US16119P1084","Communication Services",0.306971197833877,-0.794751768719577,0.512842739558761,0.239777278066979,-0.135674395232995,0.471312445553149,-0.308826089477367,-0.863508686063707,0.367290146652025
"CI US",2020-10-27,2022-11-07,"US1255231003","Health Care",0.134229303087344,NA,0.508297822310093,0.194442748380857,0.777347761060959,0.537281976863721,0.0225877011879323,0.878651923385408,0.582779256310135
"CINF US",2022-04-04,2022-11-07,"US1720621010","Financials",0.0929933540100568,-0.354347559249799,0.567531132978112,0.130804025369291,0.842681414446004,0.560762777541612,-0.0336434279022096,0.0433820789200799,0.449293601112833
"CL US",2020-10-27,2022-11-07,"US1941621039","Consumer Staples",0.214569636701728,-0.264960495455441,0.446393983840053,0.261843712915606,0.403898435403776,0.419791369080568,-0.019985411792594,0.330276741923129,0.407009184492001
"CLX US",2020-10-27,2022-11-07,"US1890541097","Consumer Staples",0.214569636701728,0.114606250940107,0.446393983840053,0.261843712915606,-0.310998699237147,0.419791369080568,-0.019985411792594,0.321076423172251,0.407009184492001
"CMA US",2020-10-27,2022-11-07,"US2003401070","Financials",0.0929933540100568,-0.277927317016496,0.567531132978112,0.130804025369291,-0.67170251372508,0.560762777541612,-0.0336434279022096,0.638370365995889,0.449293601112833
"CMCSA US",2020-10-27,2022-11-07,"US20030N1019","Communication Services",0.306971197833877,-0.554721229877881,0.512842739558761,0.239777278066979,-0.333392358582898,0.471312445553149,-0.308826089477367,-0.251466195822518,0.367290146652025
"CMG US",2020-10-27,2022-11-07,"US1696561059","Consumer Discretionary",-0.109068816928555,-0.671982981739619,0.531510022562008,0.220277658005794,-0.109632420737816,0.469608921405082,-0.0496821076547926,0.338203845889912,0.440398988338778
"CMI US",2020-10-27,2022-11-07,"US2310211063","Industrials",0.0775392403960125,0.583971582136772,0.529828806813477,0.208665362110005,-0.500687759686943,0.512644700367829,-0.0317706487562133,-0.139024794594871,0.446247063917655
"CMS US",2020-10-27,2022-11-07,"US1258961002","Utilities",0.503214010762021,0.8722644020926,0.335405737390289,0.270245137998241,0.653956270389505,0.398755628794563,-0.131301244399918,-0.337372524772891,0.344477732206012
"COF US",2020-10-27,2022-11-07,"US14040H1059","Financials",0.0929933540100568,0.221873190356503,0.567531132978112,0.130804025369291,0.76298947327838,0.560762777541612,-0.0336434279022096,-0.0993075701607738,0.449293601112833
"COO US",2020-10-27,2022-11-07,"US2166484020","Health Care",0.134229303087344,-0.621538837573479,0.508297822310093,0.194442748380857,-0.851654395683493,0.537281976863721,0.0225877011879323,-0.903719775890641,0.582779256310135
"COST US",2020-10-27,2022-11-07,"US22160K1051","Consumer Staples",0.214569636701728,0.674230975800972,0.446393983840053,0.261843712915606,0.542390410472465,0.419791369080568,-0.019985411792594,0.27209709758002,0.407009184492001
"CPB US",2020-10-27,2022-11-07,"US1344291091","Consumer Staples",0.214569636701728,0.175199976467898,0.446393983840053,0.261843712915606,0.192201353952492,0.419791369080568,-0.019985411792594,-0.684290782830104,0.407009184492001
"CPRT US",2021-06-28,2022-11-07,"US2172041061","Industrials",0.0775392403960125,NA,0.529828806813477,0.208665362110005,0.263530017274317,0.512644700367829,-0.0317706487562133,-0.752807986536556,0.446247063917655
"CPT US",2022-04-04,2022-11-07,"US1331311027","Real Estate",0.274065804883037,NA,0.493441755380086,-0.149229739371511,NA,0.542721789503528,-0.319570169356543,-0.830648011584411,0.485429974023202
"CRL US",2021-05-14,2022-11-07,"US1598641074","Health Care",0.134229303087344,NA,0.508297822310093,0.194442748380857,-0.422553331143071,0.537281976863721,0.0225877011879323,-0.823051477829837,0.582779256310135
"CRM US",2022-04-01,2022-11-07,"US79466L3024","Information Technology",-0.0298681598799467,-0.142298517813826,0.488814354533865,0.165912216552457,0.854692064691413,0.542327927047337,-0.164723683739357,-0.184754730149848,0.451337081935364
"CSCO US",2021-05-11,2022-11-07,"US17275R1023","Information Technology",-0.0298681598799467,-0.717389871374042,0.488814354533865,0.165912216552457,0.717389871374042,0.542327927047337,-0.164723683739357,-0.548944481973247,0.451337081935364
"CSGP US",2022-09-19,2022-11-07,"US22160N1090","Industrials",0.0775392403960125,NA,0.529828806813477,0.208665362110005,-1,0.512644700367829,-0.0317706487562133,-1,0.446247063917655
"CSX US",2020-10-27,2022-11-07,"US1264081035","Industrials",0.0775392403960125,-0.574306669729349,0.529828806813477,0.208665362110005,0.148444609046054,0.512644700367829,-0.0317706487562133,0.0309497085116516,0.446247063917655
"CTAS US",2020-10-27,2022-11-07,"US1729081059","Industrials",0.0775392403960125,0.49619706899771,0.529828806813477,0.208665362110005,0.31973025113284,0.512644700367829,-0.0317706487562133,0.857835037076561,0.446247063917655
"CTLT US",2020-10-27,2022-11-07,"US1488061029","Health Care",0.134229303087344,0.594059579904966,0.508297822310093,0.194442748380857,0.342751956561268,0.537281976863721,0.0225877011879323,-0.606693313631052,0.582779256310135
"CTRA US",2021-10-04,2022-11-07,"US1270971039","Energy",0.225526480016109,-0.341189008269044,0.458312571169148,-0.0272824042473993,-0.0435642794442175,0.463402148371466,0.0584882412742849,0.370459687498323,0.423162496691864
"CTVA US",2020-10-27,2022-11-07,"US22052L1044","Materials",0.117145482357978,-0.849271524503162,0.477931100785715,-0.105680324264287,-0.827706406015499,0.396412292571032,0.030653856696264,0.568595833077003,0.499508794250546
"CVX US",2020-10-27,2022-11-07,"US1667641005","Energy",0.225526480016109,0.713725746381871,0.458312571169148,-0.0272824042473993,0.795690126184933,0.463402148371466,0.0584882412742849,0.398306885337831,0.423162496691864
"D US",2020-10-27,2022-11-07,"US25746U1097","Utilities",0.503214010762021,0.493444798215596,0.335405737390289,0.270245137998241,0.385323565500661,0.398755628794563,-0.131301244399918,0.375574329751962,0.344477732206012
"DD US",2021-02-03,2022-11-07,"US26614N1028","Materials",0.117145482357978,-0.0840784419296918,0.477931100785715,-0.105680324264287,-0.646864521892665,0.396412292571032,0.030653856696264,-0.928176777639255,0.499508794250546
"DE US",2020-10-27,2022-11-07,"US2441991054","Industrials",0.0775392403960125,0.430904094056154,0.529828806813477,0.208665362110005,-0.787348754113362,0.512644700367829,-0.0317706487562133,0.0376148298631066,0.446247063917655
"DFS US",2020-10-27,2022-11-07,"US2547091080","Financials",0.0929933540100568,-0.443768049229865,0.567531132978112,0.130804025369291,0.918519513896855,0.560762777541612,-0.0336434279022096,-0.189101066500466,0.449293601112833
"DG US",2020-10-27,2022-11-07,"US2566771059","Consumer Discretionary",-0.109068816928555,-0.882783478246504,0.531510022562008,0.220277658005794,0.683371731967532,0.469608921405082,-0.0496821076547926,0.281631478227292,0.440398988338778
"DGX US",2020-10-27,2022-11-07,"US74834L1008","Health Care",0.134229303087344,0.0974810057452325,0.508297822310093,0.194442748380857,0.688273784532875,0.537281976863721,0.0225877011879323,0.795619587547131,0.582779256310135
"DHI US",2020-10-27,2022-11-07,"US23331A1097","Consumer Discretionary",-0.109068816928555,0.448013807479308,0.531510022562008,0.220277658005794,0.185245425213618,0.469608921405082,-0.0496821076547926,0.676779525563083,0.440398988338778
"DHR US",2020-10-27,2022-11-07,"US2358511028","Health Care",0.134229303087344,0.711627793800868,0.508297822310093,0.194442748380857,0.815510307171555,0.537281976863721,0.0225877011879323,0.258910448854415,0.582779256310135
"DISH US",2020-10-27,2022-11-07,"US25470M1099","Communication Services",0.306971197833877,NA,0.512842739558761,0.239777278066979,0.844812347082888,0.471312445553149,-0.308826089477367,-0.828460200403136,0.367290146652025
"DLR US",2020-10-27,2022-11-07,"US2538681030","Real Estate",0.274065804883037,NA,0.493441755380086,-0.149229739371511,-0.802073341644453,0.542721789503528,-0.319570169356543,-0.722134945153906,0.485429974023202
"DLTR US",2020-10-27,2022-11-07,"US2567461080","Consumer Discretionary",-0.109068816928555,0.580601837964056,0.531510022562008,0.220277658005794,-0.0589004548368068,0.469608921405082,-0.0496821076547926,-0.226720284230466,0.440398988338778
"DOV US",2020-10-27,2022-11-07,"US2600031080","Industrials",0.0775392403960125,0.195073256245787,0.529828806813477,0.208665362110005,0.52355514419562,0.512644700367829,-0.0317706487562133,0.435288212844248,0.446247063917655
"DOW US",2020-10-27,2022-11-07,"US2605571031","Materials",0.117145482357978,0.823423931863033,0.477931100785715,-0.105680324264287,NA,0.396412292571032,0.030653856696264,-0.809396659966565,0.499508794250546
"DPZ US",2020-10-27,2022-11-07,"US25754A2015","Consumer Discretionary",-0.109068816928555,NA,0.531510022562008,0.220277658005794,0.504315964813681,0.469608921405082,-0.0496821076547926,0.549186985775319,0.440398988338778
"DRI US",2020-10-27,2022-11-07,"US2371941053","Consumer Discretionary",-0.109068816928555,-0.796976075392258,0.531510022562008,0.220277658005794,0.355115079178166,0.469608921405082,-0.0496821076547926,0.159217259873839,0.440398988338778
"DTE US",2020-10-27,2022-11-07,"US2333311072","Utilities",0.503214010762021,0.924808726148098,0.335405737390289,0.270245137998241,0.785938766653583,0.398755628794563,-0.131301244399918,-0.417436366038362,0.344477732206012
"DVA US",2020-10-27,2022-11-07,"US23918K1088","Health Care",0.134229303087344,0.55027698225034,0.508297822310093,0.194442748380857,0.227428484863013,0.537281976863721,0.0225877011879323,0.618142384368382,0.582779256310135
"DXC US",2020-10-27,2022-11-07,"US23355L1061","Information Technology",-0.0298681598799467,-0.23424034667146,0.488814354533865,0.165912216552457,-0.317474269515302,0.542327927047337,-0.164723683739357,-0.682045562096738,0.451337081935364
"DXCM US",2020-10-27,2022-11-07,"US2521311074","Health Care",0.134229303087344,NA,0.508297822310093,0.194442748380857,0.736782698165523,0.537281976863721,0.0225877011879323,-0.869180882118722,0.582779256310135
"EA US",2022-10-19,2022-11-07,"US2855121099","Communication Services",0.306971197833877,0.873000366397295,0.512842739558761,0.239777278066979,0.283013176488839,0.471312445553149,-0.308826089477367,-0.0195942253189776,0.367290146652025
"ECL US",2021-05-11,2022-11-07,"US2788651006","Materials",0.117145482357978,0.643763679125051,0.477931100785715,-0.105680324264287,-0.306147000436432,0.396412292571032,0.030653856696264,-0.160036593223301,0.499508794250546
"EFX US",2020-10-27,2022-11-07,"US2944291051","Industrials",0.0775392403960125,0.762004927224876,0.529828806813477,0.208665362110005,0.554695047274509,0.512644700367829,-0.0317706487562133,0.245928393338489,0.446247063917655
"EIX US",2022-10-19,2022-11-07,"US2810201077","Utilities",0.503214010762021,0.673825334804619,0.335405737390289,0.270245137998241,-0.172026529622143,0.398755628794563,-0.131301244399918,-0.511940783390293,0.344477732206012
"EL US",2020-10-27,2022-11-07,"US5184391044","Consumer Staples",0.214569636701728,-0.195612772017122,0.446393983840053,0.261843712915606,0.502821897197748,0.419791369080568,-0.019985411792594,0.538992809241968,0.407009184492001
"ELV US",2022-06-28,2022-11-07,"US0367521038","Health Care",0.134229303087344,0.459294062887691,0.508297822310093,0.194442748380857,0.787177045784047,0.537281976863721,0.0225877011879323,0.761822783386652,0.582779256310135
"EMR US",2022-10-19,2022-11-07,"US2910111044","Industrials",0.0775392403960125,0.432112202011274,0.529828806813477,0.208665362110005,0.812529832030132,0.512644700367829,-0.0317706487562133,0.0268523958295987,0.446247063917655
"ENPH US",2021-03-30,2022-11-07,"US29355A1079","Information Technology",-0.0298681598799467,-0.348830543510994,0.488814354533865,0.165912216552457,0.348830543510994,0.542327927047337,-0.164723683739357,0.35412912067099,0.451337081935364
"EPAM US",2021-12-14,2022-11-07,"US29414B1044","Information Technology",-0.0298681598799467,-0.501728894287223,0.488814354533865,0.165912216552457,0.501728894287223,0.542327927047337,-0.164723683739357,0.758785572920604,0.451337081935364
"EQIX US",2020-10-27,2022-11-07,"US29444U7000","Real Estate",0.274065804883037,0.552934316902728,0.493441755380086,-0.149229739371511,0.616386009940604,0.542721789503528,-0.319570169356543,-0.817728660658913,0.485429974023202
"EQT US",2022-10-03,2022-11-07,"US26884L1098","Energy",0.225526480016109,0.296595952567204,0.458312571169148,-0.0272824042473993,-0.681613392769092,0.463402148371466,0.0584882412742849,-0.279628687771226,0.423162496691864
"ESS US",2020-10-27,2022-11-07,"US2971781057","Real Estate",0.274065804883037,-0.168383261035973,0.493441755380086,-0.149229739371511,0.0545802638726567,0.542721789503528,-0.319570169356543,0.272438193320455,0.485429974023202
"EXC US",2020-10-27,2022-11-07,"US30161N1019","Utilities",0.503214010762021,0.173535569374304,0.335405737390289,0.270245137998241,-0.23621196962326,0.398755628794563,-0.131301244399918,-0.10690097248646,0.344477732206012
"EXPD US",2020-10-27,2022-11-07,"US3021301094","Industrials",0.0775392403960125,0.526839137957593,0.529828806813477,0.208665362110005,0.691221067959863,0.512644700367829,-0.0317706487562133,0.544245096030577,0.446247063917655
"F US",2021-06-28,2022-11-07,"US3453708600","Consumer Discretionary",-0.109068816928555,0.561293956780442,0.531510022562008,0.220277658005794,0.110219062861266,0.469608921405082,-0.0496821076547926,-0.339009418421714,0.440398988338778
"FCX US",2021-04-28,2022-11-07,"US35671D8570","Materials",0.117145482357978,-0.0363395995247851,0.477931100785715,-0.105680324264287,-0.158382340418955,0.396412292571032,0.030653856696264,0.629672455072287,0.499508794250546
"FDX US",2020-10-27,2022-11-07,"US31428X1063","Industrials",0.0775392403960125,0.547528914370126,0.529828806813477,0.208665362110005,0.865729264158083,0.512644700367829,-0.0317706487562133,-0.328935836065286,0.446247063917655
"FE US",2020-10-27,2022-11-07,"US3379321074","Utilities",0.503214010762021,0.387922345128137,0.335405737390289,0.270245137998241,0.665154569212662,0.398755628794563,-0.131301244399918,0.53897931798487,0.344477732206012
"FFIV US",2021-11-15,2022-11-07,"US3156161024","Information Technology",-0.0298681598799467,0.589948674113708,0.488814354533865,0.165912216552457,-0.235745302472623,0.542327927047337,-0.164723683739357,-0.104872398421312,0.451337081935364
"FIS US",2020-10-27,2022-11-07,"US31620M1062","Information Technology",-0.0298681598799467,0.770633688830986,0.488814354533865,0.165912216552457,0.743462793879372,0.542327927047337,-0.164723683739357,-0.30287566289362,0.451337081935364
"FITB US",2020-10-27,2022-11-07,"US3167731005","Financials",0.0929933540100568,0.748201893579855,0.567531132978112,0.130804025369291,0.525183544407264,0.560762777541612,-0.0336434279022096,0.440578664202965,0.449293601112833
"FMC US",2020-10-27,2022-11-07,"US3024913036","Materials",0.117145482357978,0.831504357751463,0.477931100785715,-0.105680324264287,0.440725130706695,0.396412292571032,0.030653856696264,-0.159272792906031,0.499508794250546
"FRC US",2020-10-27,2022-11-07,"US33616C1009","Financials",0.0929933540100568,-0.554606494431703,0.567531132978112,0.130804025369291,-0.507142746986997,0.560762777541612,-0.0336434279022096,-0.641202408650464,0.449293601112833
"FTNT US",2020-10-27,2022-11-07,"US34959E1091","Information Technology",-0.0298681598799467,-0.565784199795514,0.488814354533865,0.165912216552457,-0.520806443037604,0.542327927047337,-0.164723683739357,-0.956300596897836,0.451337081935364
"GD US",2020-10-27,2022-11-07,"US3695501086","Industrials",0.0775392403960125,-0.297528023988507,0.529828806813477,0.208665362110005,0.445693970684038,0.512644700367829,-0.0317706487562133,0.735114411228466,0.446247063917655
