"ticker","isin_ID","environmental_correlation","social_correlation","goverance_correlation"
"C US","US1729674242",0.0221055804894464,0.399921957677564,0.397837297386266
"CFG US","US1746101054",0.890216110476543,NA,-0.84111060538006
"KO US","US1912161007",0.554744209601387,0.723469643332027,0.203420949939971
"CMCSA US","US20030N1019",-0.554721229877881,-0.333392358582898,-0.251466195822518
"CMA US","US2003401070",-0.277927317016496,-0.67170251372508,0.638370365995889
"CAG US","US2058871029",0.218035657732669,-0.616483992012892,-0.681133448099339
"ED US","US2091151041",0.739415598015641,0.209770096455786,-0.276422439305232
"STZ US","US21036P1084",0.671346096121428,-0.130566352012289,0.535476934592417
"COO US","US2166484020",-0.621538837573479,-0.851654395683493,-0.903719775890641
"CPRT US","US2172041061",NA,0.263530017274317,-0.752807986536556
"GLW US","US2193501051",-0.0339916951101046,0.32708992931691,-0.553339800470542
"CTVA US","US22052L1044",-0.849271524503162,-0.827706406015499,0.568595833077003
"COST US","US22160K1051",0.674230975800972,0.542390410472465,0.27209709758002
"CSGP US","US22160N1090",NA,-1,-1
"CMI US","US2310211063",0.583971582136772,-0.500687759686943,-0.139024794594871
"DHI US","US23331A1097",0.448013807479308,0.185245425213618,0.676779525563083
"DTE US","US2333311072",0.924808726148098,0.785938766653583,-0.417436366038362
"DXC US","US23355L1061",-0.23424034667146,-0.317474269515302,-0.682045562096738
"DHR US","US2358511028",0.711627793800868,0.815510307171555,0.258910448854415
"DRI US","US2371941053",-0.796976075392258,0.355115079178166,0.159217259873839
"DVA US","US23918K1088",0.55027698225034,0.227428484863013,0.618142384368382
"DE US","US2441991054",0.430904094056154,-0.787348754113362,0.0376148298631066
"XRAY US","US24906P1093",-0.619958758484138,0.796732028011723,-0.773588516591575
"DVN US","US25179M1036",0.25425718669884,-0.485666658603434,0.193429681314695
"DXCM US","US2521311074",NA,0.736782698165523,-0.869180882118722
"DLR US","US2538681030",NA,-0.802073341644453,-0.722134945153906
"DFS US","US2547091080",-0.443768049229865,0.918519513896855,-0.189101066500466
"DISH US","US25470M1099",NA,0.844812347082888,-0.828460200403136
"DG US","US2566771059",-0.882783478246504,0.683371731967532,0.281631478227292
"DPZ US","US25754A2015",NA,0.504315964813681,0.549186985775319
"DOV US","US2600031080",0.195073256245787,0.52355514419562,0.435288212844248
"DOW US","US2605571031",0.823423931863033,NA,-0.809396659966565
"DUK US","US26441C2044",0.820532330612152,0.505651892089552,-0.0228744967628757
"DD US","US26614N1028",-0.0840784419296918,-0.646864521892665,-0.928176777639255
"EOG US","US26875P1012",0.53756118741758,0.074756109840313,0.442780847218911
"EQT US","US26884L1098",0.296595952567204,-0.681613392769092,-0.279628687771226
"ECL US","US2788651006",0.643763679125051,-0.306147000436432,-0.160036593223301
"EIX US","US2810201077",0.673825334804619,-0.172026529622143,-0.511940783390293
"EA US","US2855121099",0.873000366397295,0.283013176488839,-0.0195942253189776
"EMR US","US2910111044",0.432112202011274,0.812529832030132,0.0268523958295987
"ETR US","US29364G1031",0.659819552577604,-0.109600303632429,0.162367552907492
"EPAM US","US29414B1044",-0.501728894287223,0.501728894287223,0.758785572920604
"EFX US","US2944291051",0.762004927224876,0.554695047274509,0.245928393338489
"EQIX US","US29444U7000",0.552934316902728,0.616386009940604,-0.817728660658913
"EQR US","US29476L1070",0.547630877437679,-0.576052547220783,-0.0783804741254559
"EXPD US","US3021301094",0.526839137957593,0.691221067959863,0.544245096030577
"EXR US","US30225T1025",NA,-0.426526286120665,-0.562101893786359
"XOM US","US30231G1022",0.455958835303296,-0.37679280374284,0.0218328536078919
"FMC US","US3024913036",0.831504357751463,0.440725130706695,-0.159272792906031
"FDX US","US31428X1063",0.547528914370126,0.865729264158083,-0.328935836065286
"FIS US","US31620M1062",0.770633688830986,0.743462793879372,-0.30287566289362
"FITB US","US3167731005",0.748201893579855,0.525183544407264,0.440578664202965
"FRC US","US33616C1009",-0.554606494431703,-0.507142746986997,-0.641202408650464
"FISV US","US3377381088",0.405361972973882,0.0251148500602137,-0.566583751257601
"FE US","US3379321074",0.387922345128137,0.665154569212662,0.53897931798487
"FTNT US","US34959E1091",-0.565784199795514,-0.520806443037604,-0.956300596897836
"BEN US","US3546131018",-0.635900943121338,0.563091204823753,0.490379539428031
"FCX US","US35671D8570",-0.0363395995247851,-0.158382340418955,0.629672455072287
"AJG US","US3635761097",0.30941869369362,-0.30941869369362,0.505635011283701
"GNRC US","US3687361044",-0.714619195242843,-0.646512265800226,0.0455845225773816
"GD US","US3695501086",-0.297528023988507,0.445693970684038,0.735114411228466
"GIS US","US3703341046",0.155708221091027,0.728281038099707,-0.36513716114396
"GILD US","US3755581036",-0.268422363720122,-0.784149642136387,0.204382791271195
"GPN US","US37940X1028",NA,-0.652668047913143,-0.73399503556872
"GS US","US38141G1040",0.722678933119992,-0.378963879099863,0.72800390629593
"GWW US","US3848021040",0.826571530400066,0.25228837863808,-0.176757315983383
"HPQ US","US40434L1052",-0.537248742462533,0.55250376515375,0.466187823697014
"HAL US","US4062161017",-0.613642368991103,-0.510673725623079,-0.82893298338737
"HIG US","US4165151048",-0.633900923444779,-0.524500500614774,0.401312264243581
"HAS US","US4180561072",0.331922058262039,-0.104519531158644,0.806246264816928
"PEAK US","US42250P1030",NA,NA,-0.912715467553659
"JKHY US","US4262811015",0.828253264751496,0.557987999925309,0.54858075133035
"HSY US","US4278661081",0.357211013138176,0.767732927193387,0.0503015192404822
"HES US","US42809H1077",0.710061300024855,0.485873790007872,0.510684472075334
"HPE US","US42824C1099",0.578110371695534,-0.617667040366247,0.138088895315325
"HOLX US","US4364401012",NA,-0.0598481689908033,-0.724404116134205
"HON US","US4385161066",-0.62406220483768,0.188571516062035,0.539536040829531
"HST US","US44107P1049",0.29347392232275,0.241694368971405,0.64017340903746
"HUM US","US4448591028",NA,0.809531536065643,0.586179710388352
"JBHT US","US4456581077",0.888410706119261,0.887919544545481,0.425819219870228
"HII US","US4464131063",0.714047806378541,0.804091087687146,0.831877914317446
"IDXX US","US45168D1046",NA,-0.910507672045486,-0.767009895758987
"ITW US","US4523081093",0.0512456902193857,0.876572631976097,0.20928449340173
"ILMN US","US4523271090",0.558394829105223,0.613122226798886,0.419322537366474
"INTC US","US4581401001",-0.209528970897303,-0.479911077628858,0.486437813304053
"ICE US","US45866F1049",-0.166646030890318,-0.459014134035493,0.100776296912547
"IPG US","US4606901001",0.890932768435431,0.78121358421034,-0.268453592288546
"ISRG US","US46120E6023",-0.475164141704195,-0.500465409238909,-0.547013263378606
"IQV US","US46266C1053",NA,-0.555445245866525,-0.768884612325737
"JPM US","US46625H1005",0.491475010204127,0.0413938949333639,0.897250786859381
"JNJ US","US4781601046",-0.011905920760432,0.921484347768568,-0.273400502427118
"KDP US","US49271V1008",NA,NA,0.828441778704347
"KIM US","US49446R1095",0.57669542842964,-0.576695428429639,-0.611468316969369
"KMI US","US49456B1017",-0.43709795001219,0.537549351014811,-0.0522965215273993
"LH US","US50540R4092",0.699600181598386,0.2930441581122,0.780793769095155
"LRCX US","US5128071082",-0.744791463207109,0.711694336246284,-0.00680198687603759
"LW US","US5132721045",0.848753024341967,0.560434832206694,0.698450192562249
"LVS US","US5178341070",0.639892055289679,0.250411926539183,-0.224580503514292
"EL US","US5184391044",-0.195612772017122,0.502821897197748,0.538992809241968
"LEN US","US5260571048",0.543076372236647,0.354098112985172,-0.667219906129511
"LLY US","US5324571083",-0.591113402498857,0.526933764776134,0.618851187434618
"LYV US","US5380341090",NA,0.824632415746952,0.235355111142876
"LMT US","US5398301094",-0.577476830322073,0.48509572253506,0.188880575533824
"L US","US5404241086",0.708607628084833,-0.755512734099493,0.544264621780783
"LOW US","US5486611073",0.664099317955528,0.592942080806189,-0.0386490249975674
"MRO US","US5658491064",0.297197848241329,-0.171010004107903,0.759596564535167
"MPC US","US56585A1025",0.251974637758836,-0.64291934932555,0.326498286861113
"MKTX US","US57060D1081",-0.671838312235196,-0.964404721862273,-0.865484373295693
"MAR US","US5719032022",-0.777992042709017,-0.721298816371858,0.139149774883492
"MLM US","US5732841060",0.877875104330206,-0.264550769855201,0.860208040845817
"MAS US","US5745991068",-0.762195933674029,0.524194556949931,0.190056348450242
"MA US","US57636Q1040",0.444867667095174,0.273219144022966,0.467838924234955
"MCK US","US58155Q1031",0.0650424464225666,0.0519915764725349,0.572334799779942
"MRK US","US58933Y1055",0.472682452382845,-0.225476461724662,0.584892729534573
"MTD US","US5926881054",NA,0.815932887661252,-0.570681109836996
"MSFT US","US5949181045",0.29488556182684,0.385805992690786,-0.877411420713443
"MCHP US","US5950171042",-0.315049148584331,0.381462247957759,-0.639006887417154
"MU US","US5951121038",0.135623704240292,0.672282130231629,0.0158597227077609
"MAA US","US59522J1034",0.93114737728168,0.93114737728168,-0.938214590383911
"TAP US","US60871R2094",-0.511200877549936,0.158129323525638,-0.160620707717343
"MCO US","US6153691059",0.677722392324413,0.597646063661144,0.698578030395121
"MS US","US6174464486",0.877837074474161,-0.120325252842685,0.774770021781053
"MOS US","US61945C1036",-0.0775919400450582,-0.746344139943835,-0.0585284906037559
"MSI US","US6200763075",-0.312186848485972,-0.605712105438684,0.354854381823524
"NVR US","US62944T1051",-0.79188531829615,-0.790531409076071,-0.766647843735782
"NDAQ US","US6311031081",0.33084770790056,0.715180790767479,0.0648991743244026
"NEM US","US6516391066",0.708768831794868,0.581992345079973,0.722081834002134
"NWS US","US65249B2088",0.736953739405425,0.737581969719496,-0.174117293348975
"NEE US","US65339F1012",0.492941080740916,-0.666406838850963,-0.42335263261925
"NKE US","US6541061031",0.493710268626982,-0.647293316862166,0.0327828650711669
"NI US","US65473P1057",-0.15805097208691,-0.0614193236094498,0.561323784917036
"NSC US","US6558441084",-0.55325560142231,-0.329601795635507,-0.127254943779647
"NTRS US","US6658591044",0.576291251582949,-0.818620641706042,0.38132723595929
"NOC US","US6668071029",-0.559552714123236,0.916416656538512,0.0640791096567947
"NVDA US","US67066G1040",-0.887131146108052,0.83593731864181,-0.405819966945358
"ORLY US","US67103H1077",-0.38100488415988,0.120495003411531,0.532716794689131
"ODFL US","US6795801009",-0.748269605419731,0.742228050692131,-0.699574655280213
"OKE US","US6826801036",0.452072655627917,-0.333031463588444,0.50052750376765
"ORCL US","US68389X1054",-0.197626642870566,-0.300929970930645,0.651245922803797
"OTIS US","US68902V1070",NA,0.810252406645117,-0.181126012483468
"PNC US","US6934751057",0.844851909686007,0.735407073786513,-0.341798573921551
"PPG US","US6935061076",-0.347620671722542,-0.00782346528575352,0.529091773052988
"PH US","US7010941042",-0.810102573247953,-0.491951083131301,-0.461725663426255
"PAYX US","US7043261079",0.823131896441991,0.55550463973427,-0.244000378384158
"PAYC US","US70432V1026",-0.544435155593735,0.505785280356197,-0.481934844806274
"PYPL US","US70450Y1038",0.603365234526696,0.749233346737596,-0.0176220890609203
"PKI US","US7140461093",0.645189014237998,-0.809791253613573,0.639265218433785
"PFE US","US7170811035",0.607590220564026,0.684195500231607,0.51780194775406
"PNW US","US7234841010",0.417040763443599,-0.219216545714715,-0.668920340371666
"PXD US","US7237871071",0.762478341023852,0.485971219904807,0.336672383476578
"POOL US","US73278L1052",-0.72233155282064,-0.722331552820641,-0.803197611271249
"PG US","US7427181091",-0.772439516107841,-0.177431758603287,0.22326762775172
"PGR US","US7433151039",-0.646991700941379,0.610120582683501,0.308569080950047
"PLD US","US74340W1036",0.843946145398839,-0.313795486463632,0.0456021452422983
"PEG US","US7445731067",0.952940475574883,0.0420706246379687,-0.410461739662736
"PSA US","US74460D1090",0.547333458340089,-0.704115814391082,0.353283066985584
"PHM US","US7458671010",-0.268668373295412,0.560619436558828,0.544319949629888
"QRVO US","US74736K1016",0.13002870785606,-0.776595788589409,0.63993484540436
"QCOM US","US7475251036",0.163453810524284,0.674077819077991,0.740299008913963
"PWR US","US74762E1029",-0.0652343656918432,0.425299011729705,0.571867559550215
"DGX US","US74834L1008",0.0974810057452325,0.688273784532875,0.795619587547131
"RL US","US7512121010",-0.290920478377903,-0.384511078071247,0.274942611822219
"RJF US","US7547301090",0.227079850903351,0.470935592962479,-0.546178027557921
"RTX US","US75513E1010",0.299771511087504,-0.456449841274494,0.0663177726066741
"REG US","US7588491032",0.289402351779328,NA,-0.830310999056108
"REGN US","US75886F1075",0.607611303020703,0.755689411007849,-0.371344812363646
"RF US","US7591EP1005",0.694495043839259,0.710586208133637,0.382802955822169
"RSG US","US7607591002",0.937609480584861,0.912048714704624,0.291447008780122
"RMD US","US7611521078",-0.569748315485348,0.547242886535681,0.357348900231754
"ROK US","US7739031091",0.793090998346413,0.244617018865599,-0.568584278068748
"ROST US","US7782961038",-0.61360819190265,0.111541452069814,0.242262312479378
"SPGI US","US78409V1044",NA,-0.621274272903424,-0.859934831522578
"SBAC US","US78410G1040",NA,-0.435974311079122,-0.587429512970579
"SIVB US","US78486Q1013",-0.872676151926409,-0.866312259038203,-0.919990817825758
"CRM US","US79466L3024",-0.142298517813826,0.854692064691413,-0.184754730149848
"SCHW US","US8085131055",0.785961423353358,-0.525477642017873,-0.376308102431622
"SEE US","US81211K1007",-0.348540580013137,-0.204769311578262,-0.576130798689221
"NOW US","US81762P1021",-0.845904485978318,0.508677440437733,0.0782533562285921
"SHW US","US8243481061",-0.175169502980943,-0.30898965283187,-0.54697220751075
"SBNY US","US82669G1040",-0.911513806155749,NA,-0.343004313335007
"SPG US","US8288061091",0.0283785141112871,-0.49775545470375,-0.296631505614438
"AOS US","US8318652091",0.414662418994281,0.905146564582306,-0.883813140180185
"SNA US","US8330341012",-0.0387057282484538,-0.516543128646913,-0.169635935790357
"SWK US","US8545021011",-0.641206699628519,-0.182662519926797,0.16558254905461
"SBUX US","US8552441094",-0.287853209487122,0.167927047269344,0.591258166780898
"STT US","US8574771031",0.249134510261369,-0.651094528307199,-0.39498233004625
"SYK US","US8636671013",0.35031785441803,0.724361651151877,0.819292168805854
"SNPS US","US8716071076",0.245035232449533,-0.422892415331072,0.359474117342782
"SYY US","US8718291078",0.891533911072287,0.260019070576674,-0.347998018164789
"TPR US","US8760301072",NA,0.868218266759792,-0.739160468551001
"TGT US","US87612E1064",0.408834757525383,0.742891586122432,0.175819851692782
"TDY US","US8793601050",NA,-0.775528895617171,-0.730161780305079
"TFX US","US8793691069",-0.852065063637566,0.444932278003651,-0.92436070005298
"TER US","US8807701029",NA,-0.872538490276134,-0.726647660491493
"TXN US","US8825081040",0.293524141910636,0.8937068139246,-0.504847377736931
"TXT US","US8832031012",-0.758948604405207,0.604218126347788,0.640113285768284
"TMO US","US8835561023",0.562799229279834,-0.125885239783874,0.790854026807867
"MMM US","US88579Y1010",-0.525987915753299,0.205950721005825,-0.451542324242182
"TSCO US","US8923561067",-0.198545084499366,0.793597246979418,-0.201709794109735
"TRV US","US89417E1091",-0.862631481855482,0.726996681035541,-0.158034265636196
"TRMB US","US8962391004",NA,-0.469783373350548,-0.707000513884028
"TFC US","US89832Q1094",-0.718832271544374,0.750018016923785,-0.387291600933393
"TYL US","US9022521051",0.737837892667553,0.760758149650512,-0.701036767662664
"TSN US","US9024941034",0.824912672006659,0.791927547197818,-0.409756294916081
"UDR US","US9026531049",-0.648032465407667,-0.648032465407667,-0.790103216082394
"USB US","US9029733048",0.673200562218552,0.0617206873602901,-0.26796179121601
"ULTA US","US90384S3031",0.518349663657127,-0.690479299337702,0.426141239516585
"UPS US","US9113121068",0.738704859650974,0.387591767228321,-0.0861606024620266
"UNH US","US91324P1021",0.490125841140751,0.846671998489865,0.100378667259457
"VLO US","US91913Y1001",0.750105580939005,0.65338713163642,-0.441616061821335
"VRSN US","US92343E1029",0.820593792352638,0.886335162373699,0.343450017684602
"VRSK US","US92345Y1064",0.967939745035102,0.844022708154464,0.649741799026369
"VRTX US","US92532F1003",0.750713346788285,-0.612190332975552,-0.225996684235336
"PARA US","US92556H2067",NA,-0.652795570617724,-0.861627492851868
"V US","US92826C8394",-0.656862915081171,0.345475038010128,-0.555221839515263
"WAB US","US9297401088",0.611623418542737,-0.611623418542737,-0.566682267899428
"WMT US","US9311421039",0.684819871085674,0.888782914752704,-0.298401788728063
"WM US","US94106L1098",0.930920415813745,0.724138055136275,0.567343684231135
"WAT US","US9418481035",0.337471426813054,-0.560760243311572,0.728637619230663
"WFC US","US9497461015",-0.197491086509062,0.466087424818243,-0.57720706282938
"WELL US","US95040Q1040",NA,NA,-0.825926037729478
"WDC US","US9581021055",-0.647686537622045,-0.57529419620246,0.0944304144963102
"WYNN US","US9831341071",-0.526167541607564,-0.0950957752205875,-0.520403293168431
"XEL US","US98389B1008",0.797393526158951,0.547802128661308,-0.181835652653557
"XYL US","US98419M1009",0.119375718429148,0.734409305604309,-0.0769422416543436
"YUM US","US9884981013",-0.845085510251738,0.39357135734743,-0.0488949417066487
"ZBRA US","US9892071054",-0.550467138325819,0.55046713832582,-0.639593643202015
"ZION US","US9897011071",0.643829671821243,0.0876371196632883,0.238366354036318
